0.829	-0.000034
0.83	0.000011
0.831	0.00005
0.832	0.0001
0.833	0.000239
0.834	0.000314
0.835	0.000495
0.836	0.000719
0.837	0.000986
0.838	0.001445
0.839	0.002107
0.84	0.00316
0.841	0.004744
0.842	0.007059
0.843	0.0109
0.844	0.017346
0.845	0.028332
0.846	0.048191
0.847	0.084363
0.848	0.145365
0.849	0.249733
0.85	0.403526
0.851	0.582623
0.852	0.745037
0.853	0.890315
0.854	0.960215
0.855	0.986833
0.856	0.973133
0.857	0.980606
0.858	0.99612
0.859	1
0.86	0.989777
0.861	0.980733
0.862	0.975935
0.863	0.972043
0.864	0.957357
0.865	0.951209
0.866	0.947044
0.867	0.953162
0.868	0.951499
0.869	0.94845
0.87	0.940094
0.871	0.950632
0.872	0.956079
0.873	0.96646
0.874	0.969821
0.875	0.93661
0.876	0.891066
0.877	0.788733
0.878	0.63532
0.879	0.448364
0.88	0.288847
0.881	0.174619
0.882	0.100343
0.883	0.058265
0.884	0.034532
0.885	0.02072
0.886	0.01244
0.887	0.007601
0.888	0.004702
0.889	0.002944
0.89	0.00187
0.891	0.001192
0.892	0.000743
0.893	0.000423
0.894	0.000241
0.895	0.000116
0.896	0.000044
0.897	-0.000013
0.898	-0.00005
0.899	-0.000084
0.9	-0.0001
