0.436	0.00001
0.437	0.000061
0.438	0.000117
0.439	0.000241
0.44	0.000349
0.441	0.000455
0.442	0.000756
0.443	0.001197
0.444	0.00207
0.445	0.003712
0.446	0.006869
0.447	0.013212
0.448	0.02717
0.449	0.058606
0.45	0.130876
0.451	0.27137
0.452	0.493542
0.453	0.723971
0.454	0.85751
0.455	0.894222
0.456	0.903034
0.457	0.910928
0.458	0.90988
0.459	0.899475
0.46	0.897977
0.461	0.889667
0.462	0.883542
0.463	0.877453
0.464	0.881011
0.465	0.874721
0.466	0.879688
0.467	0.886569
0.468	0.891913
0.469	0.88768
0.47	0.861157
0.471	0.848533
0.472	0.840828
0.473	0.828339
0.474	0.844202
0.475	0.865864
0.476	0.868497
0.477	0.890253
0.478	0.912538
0.479	0.910385
0.48	0.918822
0.481	0.931726
0.482	0.931813
0.483	0.954248
0.484	0.955545
0.485	0.96242
0.486	0.956424
0.487	0.953352
0.488	0.978564
0.489	0.989104
0.49	0.985615
0.491	0.989469
0.492	0.982262
0.493	0.968801
0.494	0.967332
0.495	0.976836
0.496	0.988729
0.497	0.980826
0.498	0.967361
0.499	0.954754
0.5	0.964132
0.501	0.966125
0.502	0.966772
0.503	0.981834
0.504	0.98232
0.505	0.965685
0.506	0.963135
0.507	0.972261
0.508	0.996498
0.509	1
0.51	0.9556
0.511	0.844893
0.512	0.534592
0.513	0.190738
0.514	0.048329
0.515	0.013894
0.516	0.005328
0.517	0.002611
0.518	0.001557
0.519	0.0011
0.52	0.000785
0.521	0.000516
0.522	0.000321
0.523	0.000162
0.524	0.000072
0.525	0.000057
0.526	0.000023
0.527	0.000032
0.528	-0.000016
