0.305949083	0.578993091	0.446217396
0.063372696	0.415989017	0.256156608
0.063601694	0.406119346	0.251071073
0.069241105	0.450132225	0.278271699
0.044330711	0.380293643	0.228617981
0.084688249	0.279038747	0.189639288
0.069782158	0.415996294	0.258832095
0.108099576	0.463003571	0.301290049
0.051678627	0.517829715	0.309567575
0.115422652	0.580343021	0.36999762
0.211906617	0.502396932	0.36489537
0.048863604	0.369984699	0.224522349
0.055399365	0.390861227	0.238972039
0.093615541	0.328475939	0.218745628
0.064974064	0.410060269	0.253482023
0.134650256	0.437072863	0.29716576
0.222730683	0.508312604	0.372219848
0.154896597	0.347176435	0.254632783
0.096293003	0.452893533	0.290123812
0.053917984	0.541815553	0.324176642
0.121722092	0.458101847	0.302718126
0.138722878	0.437423726	0.297895014
0.155743843	0.416842639	0.29328796
0.172784638	0.396380359	0.288897545
0.18984762	0.376002212	0.28472429
0.20693528	0.355741938	0.280753991
0.054547244	0.545411396	0.326555613
0.163494527	0.157473388	0.158114816
0.162780941	0.183594127	0.171302614
0.074238823	0.471969144	0.29266388
0.159821941	0.314192243	0.238422015
0.083577385	0.527519332	0.327595856
0.110956098	0.512844533	0.32908137
0.135245541	0.509986017	0.336770584
0.117390824	0.689030046	0.434635431
0.253810648	0.609534946	0.441278604
0.087966678	0.449839486	0.284465234
0.056172354	0.708254594	0.422223225
0.043406872	0.681473565	0.401858055
0.059734389	0.646289717	0.387310692
0.048605634	0.479347485	0.28620232
0.049945087	0.709680657	0.420866839
0.046039353	0.66328223	0.392224627
0.06787125	0.724609531	0.436492151
0.05150432	0.617049488	0.367155145
0.094975545	0.601524814	0.374885291
0.055944449	0.758726551	0.45169874
0.10218085	0.810694785	0.499193898
0.055313765	0.70552209	0.419920265
0.06804505	0.676408259	0.407922961
0.04469447	0.670844488	0.395580575
0.068807237	0.583967821	0.354541416
0.068588074	0.505891185	0.309052244
0.068614161	0.643316248	0.388679801
0.056500478	0.664405063	0.396532198
0.073251098	0.67284626	0.407283458
0.033264492	0.358116164	0.21135363
0.071299432	0.722803494	0.436111799
0.080563388	0.724876011	0.440555275
0.055365627	0.657749021	0.392139302
0.079315352	0.695009168	0.42303231
0.071403381	0.637343674	0.386501817
0.061125614	0.745555755	0.446290268
0.050923267	0.548150906	0.326625387
0.05123283	0.711437692	0.422369074
0.102423469	0.477182498	0.307074618
0.065786449	0.774364891	0.464737308
0.081072784	0.720365169	0.438464649
0.063657018	0.612838679	0.369205411
0.051893961	0.621534008	0.369829047
0.056113328	0.753139326	0.448814655
0.082741018	0.718504845	0.437945055
0.062311642	0.659918619	0.396225134
0.078417407	0.758461047	0.45982703
0.089181889	0.706444873	0.43327605
0.039719877	0.702413731	0.412981584
0.058951389	0.748486725	0.447054462
0.053555356	0.616994345	0.367713668
0.04671251	0.729932708	0.431656865
0.063309675	0.675092005	0.405189959
0.070815955	0.750224726	0.452194498
0.065119605	0.757695594	0.455184613
0.046686772	0.599550929	0.355277395
0.031740865	0.624482892	0.363971049
0.042950237	0.560435258	0.330947118
0.055956598	0.65539374	0.390751393
0.068664743	0.728014142	0.437946097
0.047712289	0.715121422	0.422989648
0.068203204	0.593358782	0.359635933
0.04631926	0.460662374	0.274799982
0.067423223	0.634788973	0.383351849
0.055834153	0.757511629	0.450975766
0.084180885	0.789353778	0.480815963
0.062441776	0.785390578	0.469823386
0.046921234	0.696964808	0.411926388
0.068296031	0.707811748	0.426718416
0.06372637	0.710411603	0.426346024
0.061142296	0.676459282	0.405226244
0.129612612	0.651612903	0.416723783
0.053666357	0.439951135	0.265793618
0.081836951	0.791379928	0.480139038
0.072253931	0.720807814	0.435856261
0.066132242	0.722134253	0.434032933
0.063119215	0.745291301	0.446867005
0.087892377	0.783694703	0.478426778
0.071387388	0.714199796	0.431526407
0.094148064	0.718597604	0.442613942
0.053226442	0.67099996	0.399307324
0.087966678	0.449839486	0.284465234
0.134144328	0.438699835	0.296099291
0.253810648	0.609534946	0.441278604
0.117390824	0.689030046	0.434635431
0.135245541	0.509986017	0.336770584
0.110956098	0.512844533	0.32908137
0.159821941	0.314192243	0.238422015
0.074238823	0.471969144	0.29266388
0.162780941	0.183594127	0.171302614
0.163494527	0.157473388	0.158114816
0.175642282	0.403372078	0.292745429
0.064737581	0.245331995	0.160241134
0.143747256	0.360327707	0.256888591
0.176706554	0.390549704	0.286809587
0.164884393	0.382486214	0.278245545
0.172452563	0.417504838	0.300693281
0.206533326	0.399693134	0.306050595
0.124305882	0.385944676	0.262001043
0.164661408	0.353489468	0.260994562
0.134305846	0.321467075	0.230860451
0.101472059	0.275544752	0.192401832
0.153732487	0.418391881	0.292739076
0.099833306	0.261737523	0.18438361
0.06607198	0.251041826	0.163880861
0.05171229	0.224749354	0.143594418
0.081222768	0.278859527	0.185462364
0.138002366	0.390598637	0.270188383
0.122235106	0.345838798	0.239695544
0.11169356	0.360334836	0.244013246
0.158854238	0.376157383	0.271079263
0.181082403	0.380103348	0.28273919
0.236411243	0.444985188	0.341798894
0.24199177	0.501696761	0.374057537
0.186504665	0.386927491	0.288726571
0.16780654	0.298528745	0.233459204
0.357815636	0.523585988	0.437243015
0.292177067	0.507426778	0.399419361
0.121382797	0.349871079	0.241357272
0.161969333	0.379300753	0.275309524
0.096774283	0.355162267	0.233960461
0.153716068	0.418425532	0.29269163
0.122246149	0.345795799	0.239736454
0.06607759	0.251041826	0.163914315
0.175647725	0.403393367	0.292788031
0.078741192	0.263698258	0.176083173
0.081231672	0.278837796	0.185507178
0.206541402	0.399693134	0.30608139
0.124308644	0.385944676	0.262001043
0.064731967	0.245310182	0.160207633
0.099836084	0.261737523	0.184395334
0.164666867	0.353510896	0.261026186
0.143752744	0.360284814	0.25689719
0.176720152	0.390549704	0.286871961
0.16488712	0.382486214	0.278245545
0.111699095	0.360334836	0.244045268
0.172436229	0.417526102	0.300634764
0.13432236	0.321467075	0.23093378
0.158865171	0.376135999	0.271107624
0.138007867	0.39060698	0.270208386
0.101488682	0.275523049	0.192477047
